admin1,MMWRyear,MMWRweek,,
Nord-Kivu,2015,39,,
Nord-Kivu,2015,38,,
Nord-Kivu,2015,37,,
Nord-Kivu,2015,36,,
Nord-Kivu,2015,35,,
Nord-Kivu,2015,34,,
Nord-Kivu,2015,33,,
Nord-Kivu,2015,32,,
Nord-Kivu,2015,31,,
Nord-Kivu,2015,30,,
Nord-Kivu,2015,29,,
Nord-Kivu,2015,28,,
Nord-Kivu,2015,27,,
Nord-Kivu,2015,26,,
Nord-Kivu,2015,25,,
Nord-Kivu,2015,24,,
Nord-Kivu,2015,23,,
Nord-Kivu,2015,22,,
Nord-Kivu,2015,21,,
Nord-Kivu,2015,20,,
Nord-Kivu,2015,19,,
Nord-Kivu,2015,18,,
Nord-Kivu,2015,17,,
Nord-Kivu,2015,16,,
Nord-Kivu,2015,15,,
Nord-Kivu,2015,14,,
Nord-Kivu,2015,13,,
Nord-Kivu,2015,12,,
Nord-Kivu,2015,11,,
Nord-Kivu,2015,10,,
Nord-Kivu,2015,9,,
Nord-Kivu,2015,8,,
Nord-Kivu,2015,7,,
Nord-Kivu,2015,6,,
Nord-Kivu,2015,5,,
Nord-Kivu,2015,4,,
Nord-Kivu,2015,3,,
Nord-Kivu,2015,2,,
Nord-Kivu,2015,1,,
Nord-Kivu,2016,52,,
Nord-Kivu,2016,51,,
Nord-Kivu,2016,50,,
Nord-Kivu,2016,49,,
Nord-Kivu,2016,48,,
Nord-Kivu,2016,47,,
Nord-Kivu,2016,46,,
Nord-Kivu,2016,45,,
Nord-Kivu,2016,44,,
Nord-Kivu,2016,43,,
Nord-Kivu,2016,42,,
Nord-Kivu,2016,41,,
Nord-Kivu,2016,40,,
Nord-Kivu,2016,39,,
Nord-Kivu,2016,38,,
Nord-Kivu,2016,37,,
Nord-Kivu,2016,36,,
Nord-Kivu,2016,34,,
Nord-Kivu,2016,33,,
Nord-Kivu,2016,32,,
Nord-Kivu,2016,31,,
Nord-Kivu,2016,30,,
Nord-Kivu,2016,29,,
Nord-Kivu,2016,28,,
Nord-Kivu,2016,27,,
Nord-Kivu,2016,26,,
Nord-Kivu,2016,25,,
Nord-Kivu,2016,24,,
Nord-Kivu,2016,23,,
Nord-Kivu,2016,22,,
Nord-Kivu,2016,21,,
Nord-Kivu,2016,20,,
Nord-Kivu,2016,19,,
Nord-Kivu,2016,18,,
Nord-Kivu,2016,17,,
Nord-Kivu,2016,16,,
Nord-Kivu,2016,15,,
Nord-Kivu,2016,14,,
Nord-Kivu,2016,13,,
Nord-Kivu,2016,12,,
Nord-Kivu,2016,11,,
Nord-Kivu,2016,10,,
Nord-Kivu,2016,9,,
Nord-Kivu,2016,8,,
Nord-Kivu,2016,7,,
Nord-Kivu,2016,6,,
Nord-Kivu,2016,5,,
Nord-Kivu,2016,4,,
Nord-Kivu,2016,3,,
Nord-Kivu,2016,2,,
Nord-Kivu,2016,1,,
Nord-Kivu,2017,52,,
Nord-Kivu,2017,51,,
Nord-Kivu,2017,50,,
Nord-Kivu,2017,49,,
Nord-Kivu,2017,48,,
Nord-Kivu,2017,47,,
Nord-Kivu,2017,46,,
Nord-Kivu,2017,44,,
Nord-Kivu,2017,43,,
Nord-Kivu,2017,42,,
Nord-Kivu,2017,41,,
Nord-Kivu,2017,40,,
Nord-Kivu,2017,39,,
Nord-Kivu,2017,38,,
Nord-Kivu,2017,37,,
Nord-Kivu,2017,36,,
Nord-Kivu,2017,35,,
Nord-Kivu,2017,34,,
Nord-Kivu,2017,33,,
Nord-Kivu,2017,32,,
Nord-Kivu,2017,31,,
Nord-Kivu,2017,30,,
Nord-Kivu,2017,29,,
Nord-Kivu,2017,28,,
Nord-Kivu,2017,27,,
Nord-Kivu,2017,26,,
Nord-Kivu,2017,25,,
Nord-Kivu,2017,24,,
Nord-Kivu,2017,23,,
Nord-Kivu,2017,22,,
Nord-Kivu,2017,21,,
Nord-Kivu,2017,20,,
Nord-Kivu,2017,19,,
Nord-Kivu,2017,18,,
Nord-Kivu,2017,17,,
Nord-Kivu,2017,16,,
Nord-Kivu,2017,15,,
Nord-Kivu,2017,14,,
Nord-Kivu,2017,13,,
Nord-Kivu,2017,12,,
Nord-Kivu,2017,11,,
Nord-Kivu,2017,10,,
Nord-Kivu,2017,9,,
Nord-Kivu,2017,8,,
Nord-Kivu,2017,7,,
Nord-Kivu,2017,6,,
Nord-Kivu,2017,5,,
Nord-Kivu,2017,4,,
Nord-Kivu,2017,3,,
Nord-Kivu,2017,2,,
Nord-Kivu,2017,1,,
Nord-Kivu,2018,52,,
Nord-Kivu,2018,51,,
Nord-Kivu,2018,50,,
Nord-Kivu,2018,49,,
Nord-Kivu,2018,48,,
Nord-Kivu,2018,47,,
Nord-Kivu,2018,46,,
Nord-Kivu,2018,45,,
Nord-Kivu,2018,44,,
Nord-Kivu,2018,43,,
Nord-Kivu,2018,42,,
Nord-Kivu,2018,41,,
Nord-Kivu,2018,40,,
Nord-Kivu,2018,39,,
Nord-Kivu,2018,38,,
Nord-Kivu,2018,37,,
Nord-Kivu,2018,36,,
Nord-Kivu,2018,35,,
Nord-Kivu,2018,34,,
Nord-Kivu,2018,33,,
Nord-Kivu,2018,32,,
Nord-Kivu,2018,31,,
Nord-Kivu,2018,30,,
Nord-Kivu,2018,29,,
Nord-Kivu,2018,28,,
Nord-Kivu,2018,27,,
Nord-Kivu,2018,26,,
Nord-Kivu,2018,25,,
Nord-Kivu,2018,24,,
Nord-Kivu,2018,23,,
Nord-Kivu,2018,22,,
Nord-Kivu,2018,21,,
Nord-Kivu,2018,20,,
Nord-Kivu,2018,19,,
Nord-Kivu,2018,18,,
Nord-Kivu,2018,17,,
Nord-Kivu,2018,16,,
Nord-Kivu,2018,15,,
Nord-Kivu,2018,14,,
Nord-Kivu,2018,13,,
Nord-Kivu,2018,12,,
Nord-Kivu,2018,11,,
Nord-Kivu,2018,10,,
Nord-Kivu,2018,9,,
Nord-Kivu,2018,8,,
Nord-Kivu,2018,7,,
Nord-Kivu,2018,6,,
Nord-Kivu,2018,5,,
Nord-Kivu,2018,4,,
Nord-Kivu,2018,3,,
Nord-Kivu,2018,2,,
Nord-Kivu,2018,1,,
Nord-Kivu,2019,52,,
Nord-Kivu,2019,51,,
Nord-Kivu,2019,50,,
Nord-Kivu,2019,49,,
Nord-Kivu,2019,48,,
Nord-Kivu,2019,47,,
Nord-Kivu,2019,46,,
Nord-Kivu,2019,45,,
Nord-Kivu,2019,44,,
Nord-Kivu,2019,43,,
Nord-Kivu,2019,42,,
Nord-Kivu,2019,41,,
Nord-Kivu,2019,40,,
Nord-Kivu,2019,39,,
Nord-Kivu,2019,38,,
Nord-Kivu,2019,37,,
Nord-Kivu,2019,36,,
Nord-Kivu,2019,35,,
Nord-Kivu,2019,34,,
Nord-Kivu,2019,33,,
Nord-Kivu,2019,32,,
Nord-Kivu,2019,31,,
Nord-Kivu,2019,30,,
Nord-Kivu,2019,29,,
Nord-Kivu,2019,28,,
Nord-Kivu,2019,27,,
Nord-Kivu,2019,26,,
Nord-Kivu,2019,25,,
Nord-Kivu,2019,24,,
Nord-Kivu,2019,23,,
Nord-Kivu,2019,22,,
Nord-Kivu,2019,21,,
Nord-Kivu,2019,20,,
Nord-Kivu,2019,19,,
Nord-Kivu,2019,18,,
Nord-Kivu,2019,17,,
Nord-Kivu,2019,16,,
Nord-Kivu,2019,15,,
Nord-Kivu,2019,14,,
Nord-Kivu,2019,13,,
Nord-Kivu,2019,12,,
Nord-Kivu,2019,11,,
Nord-Kivu,2019,10,,
Nord-Kivu,2019,9,,
Nord-Kivu,2019,8,,
Nord-Kivu,2019,7,,
Nord-Kivu,2019,6,,
Nord-Kivu,2019,5,,
Nord-Kivu,2019,4,,
Nord-Kivu,2019,3,,
Nord-Kivu,2019,2,,
Nord-Kivu,2019,1,,
Nord-Kivu,2020,20,,
Nord-Kivu,2020,19,,
Nord-Kivu,2020,18,,
Nord-Kivu,2020,17,,
Nord-Kivu,2020,16,,
Nord-Kivu,2020,15,,
Nord-Kivu,2020,14,,
Nord-Kivu,2020,13,,
Nord-Kivu,2020,12,,
Nord-Kivu,2020,11,,
Nord-Kivu,2020,10,,
Nord-Kivu,2020,9,,
Nord-Kivu,2020,8,,
Nord-Kivu,2020,7,,
Nord-Kivu,2020,6,,
Nord-Kivu,2020,5,,
Nord-Kivu,2020,4,,
Nord-Kivu,2020,3,,
Nord-Kivu,2020,2,,
Nord-Kivu,2020,1,,
Nord-Ubangi,2016,30,,
Sud-Kivu,2010,52,,
Sud-Kivu,2010,51,,
Sud-Kivu,2010,45,,
Sud-Kivu,2010,44,,
Sud-Kivu,2010,42,,
Sud-Kivu,2010,40,,
Sud-Kivu,2010,35,,
Sud-Kivu,2010,31,,
Sud-Kivu,2010,25,,
Sud-Kivu,2010,22,,
Sud-Kivu,2010,15,,
Sud-Kivu,2010,14,,
Sud-Kivu,2010,10,,
Sud-Kivu,2010,8,,
Sud-Kivu,2010,7,,
Sud-Kivu,2010,6,,
Sud-Kivu,2010,5,,
Sud-Kivu,2011,51,,
Sud-Kivu,2011,50,,
Sud-Kivu,2011,49,,
Sud-Kivu,2011,48,,
Sud-Kivu,2011,47,,
Sud-Kivu,2011,44,,
Sud-Kivu,2011,43,,
Sud-Kivu,2011,42,,
Sud-Kivu,2011,41,,
Sud-Kivu,2011,40,,
Sud-Kivu,2011,39,,
Sud-Kivu,2011,38,,
Sud-Kivu,2011,37,,
Sud-Kivu,2011,36,,
Sud-Kivu,2011,35,,
Sud-Kivu,2011,34,,
Sud-Kivu,2011,33,,
Sud-Kivu,2011,32,,
Sud-Kivu,2011,31,,
Sud-Kivu,2011,29,,
Sud-Kivu,2011,28,,
Sud-Kivu,2011,27,,
Sud-Kivu,2011,26,,
Sud-Kivu,2011,25,,
Sud-Kivu,2011,24,,
Sud-Kivu,2011,23,,
Sud-Kivu,2011,21,,
Sud-Kivu,2011,20,,
Sud-Kivu,2011,19,,
Sud-Kivu,2011,18,,
Sud-Kivu,2011,16,,
Sud-Kivu,2011,15,,
Sud-Kivu,2011,14,,
Sud-Kivu,2011,13,,
Sud-Kivu,2011,12,,
Sud-Kivu,2011,11,,
Sud-Kivu,2011,10,,
Sud-Kivu,2011,9,,
Sud-Kivu,2011,8,,
Sud-Kivu,2011,7,,
Sud-Kivu,2011,6,,
Sud-Kivu,2011,5,,
Sud-Kivu,2011,4,,
Sud-Kivu,2011,3,,
Sud-Kivu,2011,2,,
Sud-Kivu,2011,1,,
Sud-Kivu,2012,52,,
Sud-Kivu,2012,51,,
Sud-Kivu,2012,50,,
Sud-Kivu,2012,49,,
Sud-Kivu,2012,48,,
Sud-Kivu,2012,47,,
Sud-Kivu,2012,46,,
Sud-Kivu,2012,44,,
Sud-Kivu,2012,43,,
Sud-Kivu,2012,42,,
Sud-Kivu,2012,41,,
Sud-Kivu,2012,40,,
Sud-Kivu,2012,39,,
Sud-Kivu,2012,37,,
Sud-Kivu,2012,36,,
Sud-Kivu,2012,35,,
Sud-Kivu,2012,34,,
Sud-Kivu,2012,33,,
Sud-Kivu,2012,32,,
Sud-Kivu,2012,31,,
Sud-Kivu,2012,30,,
Sud-Kivu,2012,29,,
Sud-Kivu,2012,28,,
Sud-Kivu,2012,25,,
Sud-Kivu,2012,24,,
Sud-Kivu,2012,23,,
Sud-Kivu,2012,22,,
Sud-Kivu,2012,20,,
Sud-Kivu,2012,18,,
Sud-Kivu,2012,17,,
Sud-Kivu,2012,16,,
Sud-Kivu,2012,15,,
Sud-Kivu,2012,14,,
Sud-Kivu,2012,13,,
Sud-Kivu,2012,11,,
Sud-Kivu,2012,10,,
Sud-Kivu,2012,9,,
Sud-Kivu,2012,8,,
Sud-Kivu,2012,6,,
Sud-Kivu,2012,5,,
Sud-Kivu,2012,3,,
Sud-Kivu,2012,2,,
Sud-Kivu,2012,1,,
Sud-Kivu,2013,52,,
Sud-Kivu,2013,51,,
Sud-Kivu,2013,49,,
Sud-Kivu,2013,48,,
Sud-Kivu,2013,47,,
Sud-Kivu,2013,46,,
Sud-Kivu,2013,45,,
Sud-Kivu,2013,44,,
Sud-Kivu,2013,43,,
Sud-Kivu,2013,42,,
Sud-Kivu,2013,41,,
Sud-Kivu,2013,38,,
Sud-Kivu,2013,35,,
Sud-Kivu,2013,34,,
Sud-Kivu,2013,33,,
Sud-Kivu,2013,32,,
Sud-Kivu,2013,31,,
Sud-Kivu,2013,28,,
Sud-Kivu,2013,26,,
Sud-Kivu,2013,25,,
Sud-Kivu,2013,24,,
Sud-Kivu,2013,23,,
Sud-Kivu,2013,22,,
Sud-Kivu,2013,21,,
Sud-Kivu,2013,20,,
Sud-Kivu,2013,19,,
Sud-Kivu,2013,18,,
Sud-Kivu,2013,17,,
Sud-Kivu,2013,16,,
Sud-Kivu,2013,15,,
Sud-Kivu,2013,14,,
Sud-Kivu,2013,13,,
Sud-Kivu,2013,12,,
Sud-Kivu,2013,11,,
Sud-Kivu,2013,10,,
Sud-Kivu,2013,8,,
Sud-Kivu,2013,7,,
Sud-Kivu,2013,6,,
Sud-Kivu,2013,4,,
Sud-Kivu,2013,2,,
Sud-Kivu,2013,1,,
Sud-Kivu,2014,53,,
Sud-Kivu,2014,52,,
Sud-Kivu,2014,50,,
Sud-Kivu,2014,49,,
Sud-Kivu,2014,48,,
Sud-Kivu,2014,47,,
Sud-Kivu,2014,46,,
Sud-Kivu,2014,45,,
Sud-Kivu,2014,44,,
Sud-Kivu,2014,43,,
Sud-Kivu,2014,42,,
Sud-Kivu,2014,41,,
Sud-Kivu,2014,39,,
Sud-Kivu,2014,38,,
Sud-Kivu,2014,37,,
Sud-Kivu,2014,36,,
Sud-Kivu,2014,35,,
Sud-Kivu,2014,34,,
Sud-Kivu,2014,33,,
Sud-Kivu,2014,32,,
Sud-Kivu,2014,31,,
Sud-Kivu,2014,30,,
Sud-Kivu,2014,29,,
Sud-Kivu,2014,28,,
Sud-Kivu,2014,27,,
Sud-Kivu,2014,26,,
Sud-Kivu,2014,25,,
Sud-Kivu,2014,24,,
Sud-Kivu,2014,23,,
Sud-Kivu,2014,21,,
Sud-Kivu,2014,20,,
Sud-Kivu,2014,19,,
Sud-Kivu,2014,17,,
Sud-Kivu,2014,16,,
Sud-Kivu,2014,15,,
Sud-Kivu,2014,14,,
Sud-Kivu,2014,13,,
Sud-Kivu,2014,12,,
Sud-Kivu,2014,11,,
Sud-Kivu,2014,10,,
Sud-Kivu,2014,8,,
Sud-Kivu,2014,7,,
Sud-Kivu,2014,6,,
Sud-Kivu,2014,5,,
Sud-Kivu,2014,4,,
Sud-Kivu,2014,3,,
Sud-Kivu,2014,2,,
Sud-Kivu,2014,1,,
Sud-Kivu,2015,52,,
Sud-Kivu,2015,51,,
Sud-Kivu,2015,50,,
Sud-Kivu,2015,49,,
Sud-Kivu,2015,47,,
Sud-Kivu,2015,46,,
Sud-Kivu,2015,45,,
Sud-Kivu,2015,44,,
Sud-Kivu,2015,42,,
Sud-Kivu,2015,40,,
Sud-Kivu,2015,39,,
Sud-Kivu,2015,38,,
Sud-Kivu,2015,37,,
Sud-Kivu,2015,36,,
Sud-Kivu,2015,35,,
Sud-Kivu,2015,34,,
Sud-Kivu,2015,33,,
Sud-Kivu,2015,32,,
Sud-Kivu,2015,30,,
Sud-Kivu,2015,29,,
Sud-Kivu,2015,27,,
Sud-Kivu,2015,25,,
Sud-Kivu,2015,24,,
Sud-Kivu,2015,23,,
Sud-Kivu,2015,22,,
Sud-Kivu,2015,21,,
Sud-Kivu,2015,20,,
Sud-Kivu,2015,19,,
Sud-Kivu,2015,18,,
Sud-Kivu,2015,17,,
Sud-Kivu,2015,14,,
Sud-Kivu,2015,13,,
Sud-Kivu,2015,12,,
Sud-Kivu,2015,10,,
Sud-Kivu,2015,9,,
Sud-Kivu,2015,8,,
Sud-Kivu,2015,5,,
Sud-Kivu,2015,4,,
Sud-Kivu,2015,3,,
Sud-Kivu,2015,2,,
Sud-Kivu,2015,1,,
Sud-Kivu,2016,52,,
Sud-Kivu,2016,51,,
Sud-Kivu,2016,50,,
Sud-Kivu,2016,49,,
Sud-Kivu,2016,48,,
Sud-Kivu,2016,47,,
Sud-Kivu,2016,46,,
Sud-Kivu,2016,45,,
Sud-Kivu,2016,44,,
Sud-Kivu,2016,43,,
Sud-Kivu,2016,42,,
Sud-Kivu,2016,41,,
Sud-Kivu,2016,39,,
Sud-Kivu,2016,38,,
Sud-Kivu,2016,37,,
Sud-Kivu,2016,36,,
Sud-Kivu,2016,35,,
Sud-Kivu,2016,34,,
Sud-Kivu,2016,33,,
Sud-Kivu,2016,32,,
Sud-Kivu,2016,31,,
Sud-Kivu,2016,30,,
Sud-Kivu,2016,29,,
Sud-Kivu,2016,26,,
Sud-Kivu,2016,25,,
Sud-Kivu,2016,24,,
Sud-Kivu,2016,23,,
Sud-Kivu,2016,21,,
Sud-Kivu,2016,20,,
Sud-Kivu,2016,19,,
Sud-Kivu,2016,18,,
Sud-Kivu,2016,17,,
Sud-Kivu,2016,16,,
Sud-Kivu,2016,15,,
Sud-Kivu,2016,14,,
Sud-Kivu,2016,12,,
Sud-Kivu,2016,11,,
Sud-Kivu,2016,10,,
Sud-Kivu,2016,9,,
Sud-Kivu,2016,8,,
Sud-Kivu,2016,7,,
Sud-Kivu,2016,5,,
Sud-Kivu,2016,4,,
Sud-Kivu,2016,3,,
Sud-Kivu,2016,2,,
Sud-Kivu,2016,1,,
Sud-Kivu,2017,52,,
Sud-Kivu,2017,51,,
Sud-Kivu,2017,49,,
Sud-Kivu,2017,48,,
Sud-Kivu,2017,46,,
Sud-Kivu,2017,45,,
Sud-Kivu,2017,41,,
Sud-Kivu,2017,39,,
Sud-Kivu,2017,38,,
Sud-Kivu,2017,37,,
Sud-Kivu,2017,36,,
Sud-Kivu,2017,35,,
Sud-Kivu,2017,34,,
Sud-Kivu,2017,33,,
Sud-Kivu,2017,32,,
Sud-Kivu,2017,31,,
Sud-Kivu,2017,30,,
Sud-Kivu,2017,27,,
Sud-Kivu,2017,26,,
Sud-Kivu,2017,25,,
Sud-Kivu,2017,24,,
Sud-Kivu,2017,23,,
Sud-Kivu,2017,22,,
Sud-Kivu,2017,21,,
Sud-Kivu,2017,20,,
Sud-Kivu,2017,19,,
Sud-Kivu,2017,18,,
Sud-Kivu,2017,16,,
Sud-Kivu,2017,15,,
Sud-Kivu,2017,13,,
Sud-Kivu,2017,10,,
Sud-Kivu,2017,9,,
Sud-Kivu,2017,7,,
Sud-Kivu,2017,6,,
Sud-Kivu,2017,5,,
Sud-Kivu,2017,4,,
Sud-Kivu,2017,3,,
Sud-Kivu,2017,1,,
Sud-Kivu,2018,52,,
Sud-Kivu,2018,51,,
Sud-Kivu,2018,50,,
Sud-Kivu,2018,49,,
Sud-Kivu,2018,48,,
Sud-Kivu,2018,47,,
Sud-Kivu,2018,46,,
Sud-Kivu,2018,45,,
Sud-Kivu,2018,44,,
Sud-Kivu,2018,43,,
Sud-Kivu,2018,42,,
Sud-Kivu,2018,41,,
Sud-Kivu,2018,40,,
Sud-Kivu,2018,39,,
Sud-Kivu,2018,38,,
Sud-Kivu,2018,37,,
Sud-Kivu,2018,36,,
Sud-Kivu,2018,34,,
Sud-Kivu,2018,33,,
Sud-Kivu,2018,32,,
Sud-Kivu,2018,31,,
Sud-Kivu,2018,30,,
Sud-Kivu,2018,29,,
Sud-Kivu,2018,28,,
Sud-Kivu,2018,27,,
Sud-Kivu,2018,26,,
Sud-Kivu,2018,25,,
Sud-Kivu,2018,24,,
Sud-Kivu,2018,23,,
Sud-Kivu,2018,22,,
Sud-Kivu,2018,21,,
Sud-Kivu,2018,20,,
Sud-Kivu,2018,19,,
Sud-Kivu,2018,18,,
Sud-Kivu,2018,17,,
Sud-Kivu,2018,16,,
Sud-Kivu,2018,15,,
Sud-Kivu,2018,14,,
Sud-Kivu,2018,13,,
Sud-Kivu,2018,12,,
Sud-Kivu,2018,11,,
Sud-Kivu,2018,10,,
Sud-Kivu,2018,9,,
Sud-Kivu,2018,8,,
Sud-Kivu,2018,7,,
Sud-Kivu,2018,6,,
Sud-Kivu,2018,5,,
Sud-Kivu,2018,4,,
Sud-Kivu,2018,3,,
Sud-Kivu,2018,2,,
Sud-Kivu,2018,1,,
Sud-Kivu,2019,52,,
Sud-Kivu,2019,51,,
Sud-Kivu,2019,50,,
Sud-Kivu,2019,49,,
Sud-Kivu,2019,48,,
Sud-Kivu,2019,47,,
Sud-Kivu,2019,46,,
Sud-Kivu,2019,45,,
Sud-Kivu,2019,44,,
Sud-Kivu,2019,43,,
Sud-Kivu,2019,42,,
Sud-Kivu,2019,41,,
Sud-Kivu,2019,40,,
Sud-Kivu,2019,39,,
Sud-Kivu,2019,38,,
Sud-Kivu,2019,37,,
Sud-Kivu,2019,36,,
Sud-Kivu,2019,35,,
Sud-Kivu,2019,34,,
Sud-Kivu,2019,33,,
Sud-Kivu,2019,32,,
Sud-Kivu,2019,31,,
Sud-Kivu,2019,30,,
Sud-Kivu,2019,29,,
Sud-Kivu,2019,28,,
Sud-Kivu,2019,27,,
Sud-Kivu,2019,26,,
Sud-Kivu,2019,25,,
Sud-Kivu,2019,24,,
Sud-Kivu,2019,23,,
Sud-Kivu,2019,22,,
Sud-Kivu,2019,21,,
Sud-Kivu,2019,20,,
Sud-Kivu,2019,19,,
Sud-Kivu,2019,18,,
Sud-Kivu,2019,17,,
Sud-Kivu,2019,16,,
Sud-Kivu,2019,15,,
Sud-Kivu,2019,14,,
Sud-Kivu,2019,13,,
Sud-Kivu,2019,12,,
Sud-Kivu,2019,11,,
Sud-Kivu,2019,10,,
Sud-Kivu,2019,9,,
Sud-Kivu,2019,8,,
Sud-Kivu,2019,7,,
Sud-Kivu,2019,6,,
Sud-Kivu,2019,5,,
Sud-Kivu,2019,4,,
Sud-Kivu,2019,3,,
Sud-Kivu,2019,2,,
Sud-Kivu,2019,1,,
Sud-Kivu,2020,20,,
Sud-Kivu,2020,19,,
Sud-Kivu,2020,18,,
Sud-Kivu,2020,17,,
Sud-Kivu,2020,16,,
Sud-Kivu,2020,15,,
Sud-Kivu,2020,14,,
Sud-Kivu,2020,13,,
Sud-Kivu,2020,12,,
Sud-Kivu,2020,11,,
Sud-Kivu,2020,10,,
Sud-Kivu,2020,9,,
Sud-Kivu,2020,8,,
Sud-Kivu,2020,7,,
Sud-Kivu,2020,6,,
Sud-Kivu,2020,5,,
Sud-Kivu,2020,4,,
Sud-Kivu,2020,3,,
Sud-Kivu,2020,2,,
Sud-Kivu,2020,1,,
Tanganyika,2010,52,,
Tanganyika,2013,51,,
Tanganyika,2013,49,,
Tanganyika,2013,47,,
Tanganyika,2013,45,,
Tanganyika,2013,42,,
Tanganyika,2013,41,,
Tanganyika,2013,36,,
Tanganyika,2013,32,,
Tanganyika,2013,31,,
Tanganyika,2013,28,,
Tanganyika,2013,26,,
Tanganyika,2013,22,,
Tanganyika,2013,21,,
Tanganyika,2013,20,,
Tanganyika,2013,18,,
Tanganyika,2013,16,,
Tanganyika,2013,15,,
Tanganyika,2013,14,,
Tanganyika,2013,12,,
Tanganyika,2013,8,,
Tanganyika,2013,7,,
Tanganyika,2013,2,,
Tanganyika,2013,1,,
Tanganyika,2016,51,,
Tanganyika,2016,49,,
Tanganyika,2016,48,,
Tanganyika,2016,47,,
Tanganyika,2016,46,,
Tanganyika,2016,44,,
Tanganyika,2016,42,,
Tanganyika,2016,41,,
Tanganyika,2016,40,,
Tanganyika,2016,37,,
Tanganyika,2016,36,,
Tanganyika,2016,35,,
Tanganyika,2016,31,,
Tanganyika,2016,29,,
Tanganyika,2016,28,,
Tanganyika,2016,23,,
Tanganyika,2016,21,,
Tanganyika,2016,20,,
Tanganyika,2016,19,,
Tanganyika,2016,18,,
Tanganyika,2016,13,,
Tanganyika,2016,10,,
Tanganyika,2016,7,,
Tanganyika,2016,6,,
Tanganyika,2017,48,,
Tanganyika,2017,46,,
Tanganyika,2017,44,,
Tanganyika,2017,42,,
Tanganyika,2017,41,,
Tanganyika,2017,39,,
Tanganyika,2017,36,,
Tanganyika,2017,34,,
Tanganyika,2017,32,,
Tanganyika,2017,31,,
Tanganyika,2017,30,,
Tanganyika,2017,29,,
Tanganyika,2017,28,,
Tanganyika,2017,26,,
Tanganyika,2017,23,,
Tanganyika,2017,22,,
Tanganyika,2017,20,,
Tanganyika,2017,17,,
Tanganyika,2017,16,,
Tanganyika,2017,15,,
Tanganyika,2017,13,,
Tanganyika,2017,12,,
Tanganyika,2017,10,,
Tanganyika,2017,9,,
Tanganyika,2017,8,,
Tanganyika,2017,7,,
Tanganyika,2017,6,,
Tanganyika,2017,5,,
Tanganyika,2017,3,,
Tanganyika,2017,2,,
Tanganyika,2017,1,,
Tanganyika,2018,52,,
Tanganyika,2018,50,,
Tanganyika,2018,46,,
Tanganyika,2018,44,,
Tanganyika,2018,43,,
Tanganyika,2018,42,,
Tanganyika,2018,40,,
Tanganyika,2018,37,,
Tanganyika,2018,34,,
Tanganyika,2018,32,,
Tanganyika,2018,29,,
Tanganyika,2018,28,,
Tanganyika,2018,26,,
Tanganyika,2018,22,,
Tanganyika,2018,20,,
Tanganyika,2018,19,,
Tanganyika,2018,17,,
Tanganyika,2018,15,,
Tanganyika,2018,14,,
Tanganyika,2018,9,,
Tanganyika,2018,6,,
Tanganyika,2018,5,,
Tanganyika,2018,3,,
Tanganyika,2018,2,,
Tanganyika,2018,1,,
Tanganyika,2019,51,,
Tanganyika,2019,50,,
Tanganyika,2019,44,,
Tanganyika,2019,38,,
Tanganyika,2019,32,,
Tanganyika,2019,30,,
Tanganyika,2019,26,,
Tanganyika,2019,24,,
Tanganyika,2019,23,,
Tanganyika,2019,22,,
Tanganyika,2019,20,,
Tanganyika,2019,15,,
Tanganyika,2019,14,,
Tanganyika,2019,13,,
Tanganyika,2019,10,,
Tanganyika,2019,7,,
Tanganyika,2019,6,,
Tanganyika,2019,3,,
Tanganyika,2019,1,,
Tanganyika,2020,20,,
Tanganyika,2020,19,,
Tanganyika,2020,15,,
Tanganyika,2020,13,,
Tanganyika,2020,12,,
Tanganyika,2020,11,,
Tanganyika,2020,10,,
Tanganyika,2020,8,,
Tanganyika,2020,5,,
Tanganyika,2020,2,,
Tshopo,2010,10,,
Tshopo,2010,3,,
Tshopo,2010,2,,
Tshopo,2010,1,,
Tshopo,2011,50,,
Tshopo,2011,47,,
Tshopo,2011,43,,
Tshopo,2011,31,,
Tshopo,2011,30,,
Tshopo,2011,27,,
Tshopo,2011,25,,
Tshopo,2011,23,,
Tshopo,2011,22,,
Tshopo,2011,21,,
Tshopo,2011,19,,
Tshopo,2011,10,,
Tshopo,2011,7,,
Tshopo,2012,47,,
Tshopo,2012,37,,
Tshopo,2012,36,,
Tshopo,2012,32,,
Tshopo,2012,29,,
Tshopo,2012,26,,
Tshopo,2012,9,,
Tshopo,2012,8,,
Tshopo,2012,6,,
Tshopo,2012,5,,
Tshopo,2012,4,,
Tshopo,2015,47,,
Tshopo,2015,43,,
Tshopo,2015,35,,
Tshopo,2015,33,,
Tshopo,2015,31,,
Tshopo,2015,26,,
Tshopo,2015,25,,
Tshopo,2015,22,,
Tshopo,2015,21,,
Tshopo,2015,20,,
Tshopo,2015,18,,
Tshopo,2015,2,,
Tshopo,2016,38,,
Tshopo,2016,35,,
Tshopo,2016,32,,
Tshopo,2016,30,,
Tshopo,2016,29,,
Tshopo,2016,28,,
Tshopo,2016,27,,
Tshopo,2016,24,,
Tshopo,2016,23,,
Tshopo,2016,22,,
Tshopo,2016,21,,
Tshopo,2016,15,,
Tshopo,2016,8,,
Tshopo,2016,5,,
Tshopo,2016,4,,
Tshopo,2019,49,,
Tshopo,2019,47,,
Tshopo,2019,40,,
Tshopo,2019,34,,
