province,obvs_start,obvs_end,outbreak,exp_start,exp_end
Haut-Katanga,2010_1,2020_47,2020_10,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2020_10,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2020_10,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2020_10,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2020_10,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2020_10,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2020_10,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2020_10,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2020_10,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2020_10,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2020_10,2012_41,2020_20
Haut-Katanga,2010_1,2020_47,2020_42,2010_47,2010_48
Haut-Katanga,2010_1,2020_47,2020_42,2011_5,2011_5
Haut-Katanga,2010_1,2020_47,2020_42,2011_26,2011_36
Haut-Katanga,2010_1,2020_47,2020_42,2011_44,2011_50
Haut-Katanga,2010_1,2020_47,2020_42,2012_7,2012_8
Haut-Katanga,2010_1,2020_47,2020_42,2012_16,2012_34
Haut-Katanga,2010_1,2020_47,2020_42,2012_41,2020_20
Haut-Lomami,2010_1,2020_47,2014_1,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2014_1,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2014_1,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2014_1,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2014_1,2013_21,2013_24
Haut-Lomami,2010_1,2020_47,2014_1,2013_31,2013_40
Haut-Lomami,2010_1,2020_47,2014_1,2013_47,2013_49
Haut-Lomami,2010_1,2020_47,2014_1,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2014_1,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2014_1,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2014_1,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2014_1,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2014_1,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2014_1,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2014_1,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2014_1,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2014_1,2018_21,2018_29
Haut-Lomami,2010_1,2020_47,2014_1,2019_29,2019_29
Haut-Lomami,2010_1,2020_47,2014_1,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2014_1,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2016_13,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2016_13,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2016_13,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2016_13,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2016_13,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2016_13,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2016_13,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2016_13,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2016_13,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2016_13,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2016_13,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2016_13,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2016_13,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2016_13,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2016_13,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2016_13,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2016_13,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2016_13,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2016_13,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2016_13,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2016_13,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2016_13,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2016_13,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2016_13,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2016_13,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2016_13,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2016_13,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2016_13,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2016_13,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2016_13,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2016_13,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2016_13,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2016_13,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2016_13,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2016_13,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2016_13,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2016_13,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2016_13,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2016_13,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2016_13,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2016_13,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2016_13,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2016_13,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2016_13,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2016_13,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2016_13,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2016_13,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2016_13,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2016_13,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2016_13,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2016_13,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2016_13,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2016_13,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2016_13,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2016_13,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2016_13,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2016_13,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2016_13,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2016_13,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2016_13,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2016_13,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2016_13,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2016_13,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2016_13,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2016_13,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2016_13,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2016_13,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2016_13,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2016_14,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2016_14,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2016_14,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2016_14,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2016_14,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2016_14,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2016_14,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2016_14,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2016_14,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2016_14,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2016_14,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2016_14,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2016_14,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2016_14,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2016_14,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2016_14,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2016_14,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2017_31,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2017_31,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2017_31,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2017_31,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2017_31,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2017_31,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2017_31,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2017_31,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2017_31,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2017_31,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2017_31,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2017_31,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2017_31,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2017_31,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2017_31,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2017_31,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2017_31,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2017_40,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2017_40,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2017_40,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2017_40,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2017_40,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2017_40,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2017_40,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2017_40,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2017_40,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2017_40,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2017_40,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2017_40,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2017_40,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2017_40,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2017_40,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2017_40,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2017_40,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2017_40,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2017_40,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2017_40,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2017_40,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2017_40,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2017_40,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2017_40,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2017_40,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2017_40,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2017_40,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2017_40,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2017_40,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2017_40,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2017_40,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2017_40,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2017_40,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2017_40,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2017_42,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2017_42,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2017_42,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2017_42,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2017_42,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2017_42,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2017_42,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2017_42,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2017_42,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2017_42,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2017_42,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2017_42,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2017_42,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2017_42,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2017_42,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2017_42,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2017_42,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2019_8,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2019_8,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2019_8,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2019_8,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2019_8,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2019_8,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2019_8,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2019_8,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2019_8,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2019_8,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2019_8,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2019_8,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2019_8,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2019_8,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2019_8,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2019_8,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2019_8,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2019_13,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2019_13,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2019_13,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2019_13,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2019_13,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2019_13,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2019_13,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2019_13,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2019_13,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2019_13,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2019_13,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2019_13,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2019_13,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2019_13,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2019_13,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2019_13,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2019_13,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2019_14,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2019_14,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2019_14,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2019_14,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2019_14,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2019_14,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2019_14,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2019_14,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2019_14,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2019_14,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2019_14,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2019_14,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2019_14,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2019_14,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2019_14,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2019_14,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2019_14,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2019_39,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2019_39,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2019_39,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2019_39,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2019_39,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2019_39,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2019_39,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2019_39,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2019_39,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2019_39,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2019_39,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2019_39,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2019_39,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2019_39,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2019_39,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2019_39,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2019_39,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2019_52,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2019_52,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2019_52,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2019_52,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2019_52,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2019_52,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2019_52,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2019_52,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2019_52,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2019_52,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2019_52,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2019_52,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2019_52,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2019_52,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2019_52,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2019_52,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2019_52,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2020_31,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2020_31,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2020_31,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2020_31,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2020_31,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2020_31,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2020_31,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2020_31,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2020_31,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2020_31,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2020_31,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2020_31,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2020_31,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2020_31,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2020_31,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2020_31,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2020_31,2020_19,2020_19
Haut-Lomami,2010_1,2020_47,2020_47,2011_46,2011_50
Haut-Lomami,2010_1,2020_47,2020_47,2012_17,2012_17
Haut-Lomami,2010_1,2020_47,2020_47,2012_46,2012_46
Haut-Lomami,2010_1,2020_47,2020_47,2013_4,2013_10
Haut-Lomami,2010_1,2020_47,2020_47,2013_21,2013_49
Haut-Lomami,2010_1,2020_47,2020_47,2014_9,2014_14
Haut-Lomami,2010_1,2020_47,2020_47,2014_29,2014_49
Haut-Lomami,2010_1,2020_47,2020_47,2015_11,2015_13
Haut-Lomami,2010_1,2020_47,2020_47,2015_28,2015_29
Haut-Lomami,2010_1,2020_47,2020_47,2015_42,2015_43
Haut-Lomami,2010_1,2020_47,2020_47,2016_23,2016_24
Haut-Lomami,2010_1,2020_47,2020_47,2016_33,2016_44
Haut-Lomami,2010_1,2020_47,2020_47,2017_12,2017_21
Haut-Lomami,2010_1,2020_47,2020_47,2017_51,2018_2
Haut-Lomami,2010_1,2020_47,2020_47,2018_21,2019_29
Haut-Lomami,2010_1,2020_47,2020_47,2019_45,2019_48
Haut-Lomami,2010_1,2020_47,2020_47,2020_19,2020_19
Ituri,2010_1,2020_47,2011_52,2010_1,2010_9
Ituri,2010_1,2020_47,2011_52,2010_18,2010_33
Ituri,2010_1,2020_47,2011_52,2011_1,2011_44
Ituri,2010_1,2020_47,2011_52,2011_51,2020_20
Ituri,2010_1,2020_47,2012_1,2010_1,2010_9
Ituri,2010_1,2020_47,2012_1,2010_18,2010_33
Ituri,2010_1,2020_47,2012_1,2011_1,2011_44
Ituri,2010_1,2020_47,2012_1,2011_51,2020_20
Ituri,2010_1,2020_47,2012_1,2010_1,2010_9
Ituri,2010_1,2020_47,2012_1,2010_18,2010_33
Ituri,2010_1,2020_47,2012_1,2011_1,2011_44
Ituri,2010_1,2020_47,2012_1,2011_51,2020_20
Ituri,2010_1,2020_47,2012_2,2010_1,2010_9
Ituri,2010_1,2020_47,2012_2,2010_18,2010_33
Ituri,2010_1,2020_47,2012_2,2011_1,2011_44
Ituri,2010_1,2020_47,2012_2,2011_51,2020_20
Ituri,2010_1,2020_47,2012_3,2010_1,2010_9
Ituri,2010_1,2020_47,2012_3,2010_18,2010_33
Ituri,2010_1,2020_47,2012_3,2011_1,2011_44
Ituri,2010_1,2020_47,2012_3,2011_51,2020_20
Ituri,2010_1,2020_47,2012_3,2010_1,2010_9
Ituri,2010_1,2020_47,2012_3,2010_18,2010_33
Ituri,2010_1,2020_47,2012_3,2011_1,2011_44
Ituri,2010_1,2020_47,2012_3,2011_51,2020_20
Ituri,2010_1,2020_47,2012_7,2010_1,2010_9
Ituri,2010_1,2020_47,2012_7,2010_18,2010_33
Ituri,2010_1,2020_47,2012_7,2011_1,2011_44
Ituri,2010_1,2020_47,2012_7,2011_51,2020_20
Ituri,2010_1,2020_47,2012_7,2010_1,2010_9
Ituri,2010_1,2020_47,2012_7,2010_18,2010_33
Ituri,2010_1,2020_47,2012_7,2011_1,2011_44
Ituri,2010_1,2020_47,2012_7,2011_51,2020_20
Ituri,2010_1,2020_47,2013_15,2010_1,2010_9
Ituri,2010_1,2020_47,2013_15,2010_18,2010_33
Ituri,2010_1,2020_47,2013_15,2011_1,2011_44
Ituri,2010_1,2020_47,2013_15,2011_51,2020_20
Ituri,2010_1,2020_47,2013_31,2010_1,2010_9
Ituri,2010_1,2020_47,2013_31,2010_18,2010_33
Ituri,2010_1,2020_47,2013_31,2011_1,2011_44
Ituri,2010_1,2020_47,2013_31,2011_51,2020_20
Ituri,2010_1,2020_47,2015_36,2010_1,2010_9
Ituri,2010_1,2020_47,2015_36,2010_18,2010_33
Ituri,2010_1,2020_47,2015_36,2011_1,2011_44
Ituri,2010_1,2020_47,2015_36,2011_51,2020_20
Ituri,2010_1,2020_47,2015_51,2010_1,2010_9
Ituri,2010_1,2020_47,2015_51,2010_18,2010_33
Ituri,2010_1,2020_47,2015_51,2011_1,2011_44
Ituri,2010_1,2020_47,2015_51,2011_51,2020_20
Ituri,2010_1,2020_47,2015_51,2010_1,2010_9
Ituri,2010_1,2020_47,2015_51,2010_18,2010_33
Ituri,2010_1,2020_47,2015_51,2011_1,2011_44
Ituri,2010_1,2020_47,2015_51,2011_51,2020_20
Ituri,2010_1,2020_47,2016_24,2010_1,2010_9
Ituri,2010_1,2020_47,2016_24,2010_18,2010_33
Ituri,2010_1,2020_47,2016_24,2011_1,2011_44
Ituri,2010_1,2020_47,2016_24,2011_51,2020_20
Ituri,2010_1,2020_47,2017_10,2010_1,2010_9
Ituri,2010_1,2020_47,2017_10,2010_18,2010_33
Ituri,2010_1,2020_47,2017_10,2011_1,2011_44
Ituri,2010_1,2020_47,2017_10,2011_51,2020_20
Ituri,2010_1,2020_47,2018_3,2010_1,2010_9
Ituri,2010_1,2020_47,2018_3,2010_18,2010_33
Ituri,2010_1,2020_47,2018_3,2011_1,2011_44
Ituri,2010_1,2020_47,2018_3,2011_51,2020_20
Kasaï,2010_1,2020_47,2017_45,2010_9,2010_9
Kasaï,2010_1,2020_47,2017_45,2011_2,2011_8
Kasaï,2010_1,2020_47,2017_45,2011_38,2012_8
Kasaï,2010_1,2020_47,2017_45,2013_3,2013_3
Kasaï,2010_1,2020_47,2017_45,2014_25,2014_25
Kasaï,2010_1,2020_47,2017_45,2015_7,2015_10
Kasaï,2010_1,2020_47,2017_45,2016_38,2016_38
Kasaï,2010_1,2020_47,2017_45,2016_46,2016_49
Kasaï,2010_1,2020_47,2017_45,2017_12,2017_20
Kasaï,2010_1,2020_47,2017_45,2017_28,2017_31
Kasaï,2010_1,2020_47,2017_45,2017_43,2017_45
Kasaï,2010_1,2020_47,2017_45,2018_1,2018_10
Kasaï,2010_1,2020_47,2017_45,2018_21,2018_21
Kasaï,2010_1,2020_47,2017_45,2018_34,2019_10
Kasaï,2010_1,2020_47,2017_45,2019_23,2019_30
Kasaï,2010_1,2020_47,2017_45,2019_37,2020_7
Kasaï,2010_1,2020_47,2017_45,2020_14,2020_14
Kasaï,2010_1,2020_47,2019_21,2010_9,2010_9
Kasaï,2010_1,2020_47,2019_21,2011_2,2011_8
Kasaï,2010_1,2020_47,2019_21,2011_38,2012_8
Kasaï,2010_1,2020_47,2019_21,2013_3,2013_3
Kasaï,2010_1,2020_47,2019_21,2014_25,2014_25
Kasaï,2010_1,2020_47,2019_21,2015_7,2015_10
Kasaï,2010_1,2020_47,2019_21,2016_38,2016_38
Kasaï,2010_1,2020_47,2019_21,2016_46,2016_49
Kasaï,2010_1,2020_47,2019_21,2017_12,2017_20
Kasaï,2010_1,2020_47,2019_21,2017_28,2017_31
Kasaï,2010_1,2020_47,2019_21,2017_43,2017_45
Kasaï,2010_1,2020_47,2019_21,2018_1,2018_10
Kasaï,2010_1,2020_47,2019_21,2018_21,2018_21
Kasaï,2010_1,2020_47,2019_21,2018_34,2019_10
Kasaï,2010_1,2020_47,2019_21,2019_23,2019_30
Kasaï,2010_1,2020_47,2019_21,2019_37,2020_7
Kasaï,2010_1,2020_47,2019_21,2020_14,2020_14
Kasaï-Oriental,2010_1,2020_47,2018_7,2011_3,2011_3
Kasaï-Oriental,2010_1,2020_47,2018_7,2011_19,2011_21
Kasaï-Oriental,2010_1,2020_47,2018_7,2011_35,2012_24
Kasaï-Oriental,2010_1,2020_47,2018_7,2012_33,2012_41
Kasaï-Oriental,2010_1,2020_47,2018_7,2012_50,2012_50
Kasaï-Oriental,2010_1,2020_47,2018_7,2013_30,2013_30
Kasaï-Oriental,2010_1,2020_47,2018_7,2014_2,2014_31
Kasaï-Oriental,2010_1,2020_47,2018_7,2015_1,2015_7
Kasaï-Oriental,2010_1,2020_47,2018_7,2015_16,2015_21
Kasaï-Oriental,2010_1,2020_47,2018_7,2015_38,2015_38
Kasaï-Oriental,2010_1,2020_47,2018_7,2015_50,2016_16
Kasaï-Oriental,2010_1,2020_47,2018_7,2016_29,2016_34
