lctn_pr,admin0,admin1,admin2,start_date,end_date,year,month,day,ipcc_region,ipcc_code,lon,lat
14684,COD,sudkivu,nunduhealthdistrict,2010-01-25,2010-03-14,2010,1,25,S.Eastern-Africa,SEAF,29.004578338744,-3.73022093613337
14684,COD,sudkivu,nunduhealthdistrict,2010-08-30,2011-06-26,2010,8,30,S.Eastern-Africa,SEAF,29.004578338744,-3.73022093613337
14684,COD,sudkivu,nunduhealthdistrict,2012-03-12,2012-04-15,2012,3,12,S.Eastern-Africa,SEAF,29.004578338744,-3.73022093613337
14684,COD,sudkivu,nunduhealthdistrict,2012-11-26,2013-05-19,2012,11,26,S.Eastern-Africa,SEAF,29.004578338744,-3.73022093613337
14684,COD,sudkivu,nunduhealthdistrict,2013-12-23,2014-02-16,2013,12,23,S.Eastern-Africa,SEAF,29.004578338744,-3.73022093613337
14684,COD,sudkivu,nunduhealthdistrict,2014-11-17,2015-03-22,2014,11,17,S.Eastern-Africa,SEAF,29.004578338744,-3.73022093613337
14684,COD,sudkivu,nunduhealthdistrict,2018-02-05,2018-04-29,2018,2,5,S.Eastern-Africa,SEAF,29.004578338744,-3.73022093613337
14685,COD,sudkivu,nyangezihealthdistrict,2013-04-01,2013-06-16,2013,4,1,S.Eastern-Africa,SEAF,28.9046398518449,-2.72649645495287
14687,COD,sudkivu,ruzizihealthdistrict,2010-09-20,2010-11-14,2010,9,20,S.Eastern-Africa,SEAF,29.1660226268875,-3.11945719014348
14687,COD,sudkivu,ruzizihealthdistrict,2011-12-19,2012-03-18,2011,12,19,S.Eastern-Africa,SEAF,29.1660226268875,-3.11945719014348
14687,COD,sudkivu,ruzizihealthdistrict,2013-01-07,2013-05-05,2013,1,7,S.Eastern-Africa,SEAF,29.1660226268875,-3.11945719014348
14687,COD,sudkivu,ruzizihealthdistrict,2017-09-04,2017-10-15,2017,9,4,S.Eastern-Africa,SEAF,29.1660226268875,-3.11945719014348
14688,COD,sudkivu,uvirahealthdistrict,2010-04-05,2010-12-05,2010,4,5,S.Eastern-Africa,SEAF,29.1233064201472,-3.42639045704138
14688,COD,sudkivu,uvirahealthdistrict,2012-01-09,2012-04-15,2012,1,9,S.Eastern-Africa,SEAF,29.1233064201472,-3.42639045704138
14688,COD,sudkivu,uvirahealthdistrict,2016-07-18,2016-11-06,2016,7,18,S.Eastern-Africa,SEAF,29.1233064201472,-3.42639045704138
14695,COD,tanganyika,kansimbahealthdistrict,2016-12-05,2017-01-22,2016,12,5,S.Eastern-Africa,SEAF,29.1059862419499,-7.30431622019211
14705,COD,tshopo,basokohealthdistrict,2016-02-15,2016-05-22,2016,2,15,Central-Africa,CAF,23.7472201599288,1.22302627965499
14711,COD,tshopo,opalahealthdistrict,2016-07-25,2016-10-09,2016,7,25,Central-Africa,CAF,24.23861473208,-1.04845621231313
14716,COD,tshopo,yabaondohealthdistrict,2016-10-10,2016-11-13,2016,10,10,Central-Africa,CAF,23.9756158898352,0.624464169125871
14719,COD,tshopo,yakusuhealthdistrict,2019-11-11,2020-01-19,2019,11,11,Central-Africa,CAF,24.6398931551445,0.676074450714632
15271,COG,likouala,betou,2012-01-23,2012-04-08,2012,1,23,Central-Africa,CAF,18.3973114166061,3.12220752665747
15249,COG,likouala,impfondo,2012-03-26,2012-06-03,2012,3,26,Central-Africa,CAF,17.9001717931325,1.37008814170852
16618,ETH,afar,zone1,2018-05-21,2018-08-12,2018,5,21,N.Eastern-Africa,NEAF,41.2405774424474,11.8654850503039
16632,ETH,afar,zone2,2017-09-18,2017-10-22,2017,9,18,N.Eastern-Africa,NEAF,40.6492969109246,13.4507311858846
16631,ETH,afar,zone3,2016-07-18,2017-02-05,2016,7,18,N.Eastern-Africa,NEAF,40.5397445844447,10.0460482001085
16634,ETH,afar,zone4,2019-09-09,2019-11-17,2019,9,9,N.Eastern-Africa,NEAF,40.3176797822176,12.3270500869453
16652,ETH,amhara,awi,2016-08-22,2016-11-13,2016,8,22,N.Eastern-Africa,NEAF,36.5966986774217,11.1952896620902
16652,ETH,amhara,awi,2017-07-03,2017-10-29,2017,7,3,N.Eastern-Africa,NEAF,36.5966986774217,11.1952896620902
16627,ETH,amhara,centralgondar,2016-08-15,2016-11-13,2016,8,15,N.Eastern-Africa,NEAF,37.2937262707408,12.624160769621
16627,ETH,amhara,centralgondar,2017-07-17,2017-09-24,2017,7,17,N.Eastern-Africa,NEAF,37.2937262707408,12.624160769621
16651,ETH,amhara,eastgojam,2017-08-07,2017-10-01,2017,8,7,N.Eastern-Africa,NEAF,37.9312284927913,10.5059739436834
16640,ETH,amhara,northgondar,2016-08-15,2016-11-06,2016,8,15,N.Eastern-Africa,NEAF,38.0656740804957,13.2285778185227
16650,ETH,amhara,northshewa,2016-07-04,2016-11-06,2016,7,4,N.Eastern-Africa,NEAF,39.4860210591579,9.80107339040569
16655,ETH,amhara,northwello,2016-08-01,2016-10-30,2016,8,1,N.Eastern-Africa,NEAF,39.2109261534608,11.908125893248
16654,ETH,amhara,oromiya,2016-08-01,2016-10-23,2016,8,1,N.Eastern-Africa,NEAF,40.0107211164513,10.7410930662107
16648,ETH,amhara,southgondar,2017-07-03,2017-10-01,2017,7,3,N.Eastern-Africa,NEAF,38.1204531718423,11.7485940796205
16656,ETH,amhara,southwello,2016-07-25,2016-10-30,2016,7,25,N.Eastern-Africa,NEAF,39.2080510744174,10.9971008109596
16653,ETH,amhara,waghimra,2016-08-29,2016-12-11,2016,8,29,N.Eastern-Africa,NEAF,38.816875796448,12.7211725144088
16635,ETH,amhara,westgojam,2017-03-20,2017-04-30,2017,3,20,N.Eastern-Africa,NEAF,37.2130525166696,11.0814798082184
16635,ETH,amhara,westgojam,2017-06-19,2017-10-01,2017,6,19,N.Eastern-Africa,NEAF,37.2130525166696,11.0814798082184
16649,ETH,amhara,westgondar,2016-08-22,2016-11-13,2016,8,22,N.Eastern-Africa,NEAF,36.1144791094271,12.5393614429962
16649,ETH,amhara,westgondar,2017-07-17,2017-10-01,2017,7,17,N.Eastern-Africa,NEAF,36.1144791094271,12.5393614429962
16694,ETH,benishangulgumuz,metekel,2016-09-12,2016-11-27,2016,9,12,N.Eastern-Africa,NEAF,35.7693183782962,11.0015647371308
16687,ETH,oromia,arsi,2016-08-22,2016-12-25,2016,8,22,N.Eastern-Africa,NEAF,39.682948454607,7.93718555449114
16622,ETH,oromia,bale,2016-06-27,2016-08-28,2016,6,27,N.Eastern-Africa,NEAF,40.6434271285931,6.76611959342788
16622,ETH,oromia,bale,2016-12-05,2017-07-02,2016,12,5,N.Eastern-Africa,NEAF,40.6434271285931,6.76611959342788
16677,ETH,oromia,borena,2015-11-02,2016-07-03,2015,11,2,N.Eastern-Africa,NEAF,38.2678288580615,4.46301208565313
16619,ETH,oromia,eastharerge,2016-08-22,2016-12-25,2016,8,22,N.Eastern-Africa,NEAF,42.0011087556768,8.82775170773551
16619,ETH,oromia,eastharerge,2017-03-27,2017-10-15,2017,3,27,N.Eastern-Africa,NEAF,42.0011087556768,8.82775170773551
16686,ETH,oromia,eastshewa,2016-07-11,2016-11-06,2016,7,11,N.Eastern-Africa,NEAF,39.1683611806346,8.49339245712216
16697,ETH,oromia,eastwellega,2016-10-10,2016-12-18,2016,10,10,N.Eastern-Africa,NEAF,36.6171665027165,9.40525860743881
16674,ETH,oromia,finfinezuria,2016-06-13,2016-10-09,2016,6,13,N.Eastern-Africa,NEAF,38.5635620624624,9.03144
16675,ETH,oromia,guji,2016-03-21,2016-08-21,2016,3,21,N.Eastern-Africa,NEAF,39.1942038938009,5.56590852945582
16681,ETH,oromia,northshewa,2016-07-25,2016-11-13,2016,7,25,N.Eastern-Africa,NEAF,38.7082975877379,9.76485876463319
16681,ETH,oromia,northshewa,2017-08-21,2017-10-08,2017,8,21,N.Eastern-Africa,NEAF,38.7082975877379,9.76485876463319
16691,ETH,oromia,southwestshewa,2016-07-25,2016-10-02,2016,7,25,N.Eastern-Africa,NEAF,38.1384199237561,8.57931662051675
16673,ETH,oromia,westarsi,2016-08-29,2017-04-02,2016,8,29,N.Eastern-Africa,NEAF,38.9800595527363,7.05873109620862
16673,ETH,oromia,westarsi,2019-08-26,2020-01-05,2019,8,26,N.Eastern-Africa,NEAF,38.9800595527363,7.05873109620862
16685,ETH,oromia,westguji,2016-07-04,2016-10-09,2016,7,4,N.Eastern-Africa,NEAF,38.2726113086303,5.74380758453895
16623,ETH,oromia,westharerge,2016-10-17,2016-12-11,2016,10,17,N.Eastern-Africa,NEAF,40.7731876377788,8.67027513806868
16623,ETH,oromia,westharerge,2017-10-09,2017-11-12,2017,10,9,N.Eastern-Africa,NEAF,40.7731876377788,8.67027513806868
16623,ETH,oromia,westharerge,2019-05-13,2019-08-04,2019,5,13,N.Eastern-Africa,NEAF,40.7731876377788,8.67027513806868
16659,ETH,snnp,gedeo,2016-06-06,2016-08-21,2016,6,6,N.Eastern-Africa,NEAF,38.272444746655,6.1436532868386
16662,ETH,snnp,sidama,2016-10-03,2016-11-20,2016,10,3,N.Eastern-Africa,NEAF,38.5471439294946,6.65917680402014
16662,ETH,snnp,sidama,2019-08-19,2019-10-20,2019,8,19,N.Eastern-Africa,NEAF,38.5471439294946,6.65917680402014
16615,ETH,snnp,southomo,2019-12-23,2020-01-26,2019,12,23,N.Eastern-Africa,NEAF,36.379418752304304,5.38171429882426
16625,ETH,somali,afder,2016-05-09,2016-07-03,2016,5,9,N.Eastern-Africa,NEAF,42.2914750437159,5.31936800725345
16679,ETH,somali,dawa,2016-02-15,2016-06-12,2016,2,15,N.Eastern-Africa,NEAF,39.9787911041068,4.21368200954197
16646,ETH,somali,erer,2017-09-11,2017-11-12,2017,9,11,N.Eastern-Africa,NEAF,42.2877210929162,7.90844594401443
16613,ETH,somali,fafan,2016-09-26,2016-12-04,2016,9,26,N.Eastern-Africa,NEAF,43.2367700398431,9.15145802485862
16613,ETH,somali,fafan,2017-04-03,2017-11-05,2017,4,3,N.Eastern-Africa,NEAF,43.2367700398431,9.15145802485862
16620,ETH,somali,jarar,2016-11-07,2017-04-23,2016,11,7,N.Eastern-Africa,NEAF,44.3091731465076,8.131518197557
16616,ETH,somali,korahe,2016-11-14,2017-04-16,2016,11,14,N.Eastern-Africa,NEAF,44.6404217609987,6.44855560843488
16643,ETH,somali,nogob,2017-03-06,2017-04-23,2017,3,6,N.Eastern-Africa,NEAF,42.986184872695,7.11716892979546
16624,ETH,somali,shebelle,2016-10-10,2016-11-27,2016,10,10,N.Eastern-Africa,NEAF,43.6535951438375,5.794135504584
16624,ETH,somali,shebelle,2019-12-30,2020-01-26,2019,12,30,N.Eastern-Africa,NEAF,43.6535951438375,5.794135504584
16644,ETH,somali,sitti,2016-07-25,2016-10-16,2016,7,25,N.Eastern-Africa,NEAF,41.8335948646105,10.2500807832197
16644,ETH,somali,sitti,2019-09-23,2019-10-27,2019,9,23,N.Eastern-Africa,NEAF,41.8335948646105,10.2500807832197
16637,ETH,tigray,centraltigray,2016-08-15,2016-11-13,2016,8,15,N.Eastern-Africa,NEAF,38.893146853114,13.9736104716332
16637,ETH,tigray,centraltigray,2017-07-24,2017-10-15,2017,7,24,N.Eastern-Africa,NEAF,38.893146853114,13.9736104716332
16636,ETH,tigray,northwesterntigray,2016-08-01,2016-11-13,2016,8,1,N.Eastern-Africa,NEAF,38.0516859049897,14.1006719059137
16639,ETH,tigray,southeasttigray,2016-07-25,2016-12-04,2016,7,25,N.Eastern-Africa,NEAF,39.3997149926213,13.3099092183879
16639,ETH,tigray,southeasttigray,2017-07-10,2017-10-15,2017,7,10,N.Eastern-Africa,NEAF,39.3997149926213,13.3099092183879
16638,ETH,tigray,westerntigray,2017-07-24,2017-10-15,2017,7,24,N.Eastern-Africa,NEAF,37.0995323923514,13.8285746441787
16638,ETH,tigray,westerntigray,2018-07-30,2018-09-16,2018,7,30,N.Eastern-Africa,NEAF,37.0995323923514,13.8285746441787
8207,GHA,greateraccra,gawest,2012-05-14,2012-07-01,2012,5,14,Western-Africa,WAF,-0.385262698562258,5.68901357286173
92,GIN,boke,boke,2012-07-29,2012-10-13,2012,7,29,Western-Africa,WAF,-14.3570787251953,11.0874575757435
1842,GIN,kankan,kerouane,2012-09-30,2012-11-10,2012,9,30,Western-Africa,WAF,-9.10114449396865,9.26284447178801
9661,GIN,kindia,coyah,2012-07-29,2012-10-20,2012,7,29,Western-Africa,WAF,-13.3372824787143,9.74251036871199
6401,GIN,kindia,dubreka,2012-07-29,2012-11-10,2012,7,29,Western-Africa,WAF,-13.497014870351,10.1378803627717
6401,GIN,kindia,dubreka,2013-09-24,2013-10-28,2013,9,24,Western-Africa,WAF,-13.497014870351,10.1378803627717
8536,GIN,kindia,forecariah,2012-04-09,2012-07-08,2012,4,9,Western-Africa,WAF,-13.0550183072314,9.42043030494808
10686,GIN,kindia,kindia,2012-07-22,2012-10-20,2012,7,22,Western-Africa,WAF,-12.7480283896385,10.0972167248341
4463,GNB,cacheu,bula,2012-11-05,2012-12-09,2012,11,5,Western-Africa,WAF,-15.7883483487098,12.1290540903075
11785,KEN,central,kirinyaga,2015-05-11,2015-08-16,2015,5,11,S.Eastern-Africa,SEAF,37.3197884809602,-0.520208275243971
11785,KEN,central,kirinyaga,2017-10-23,2017-12-31,2017,10,23,S.Eastern-Africa,SEAF,37.3197884809602,-0.520208275243971
11655,KEN,central,muranga,2015-04-20,2015-08-09,2015,4,20,S.Eastern-Africa,SEAF,37.0320980134319,-0.803256781955516
11484,KEN,coast,kilifi,2015-06-29,2015-09-06,2015,6,29,S.Eastern-Africa,SEAF,36.9557397987142,-0.336506424430143
11511,KEN,eastern,machakos,2017-09-11,2017-10-15,2017,9,11,S.Eastern-Africa,SEAF,37.4121016827617,-1.27763694085183
11521,KEN,eastern,marsabit,2016-02-08,2016-05-08,2016,2,8,S.Eastern-Africa,SEAF,37.5689961587218,2.97835838957166
11718,KEN,eastern,meru,2016-03-07,2016-04-24,2016,3,7,S.Eastern-Africa,SEAF,37.7636247252253,0.169667135868057
11720,KEN,eastern,tharakanithi,2016-02-15,2016-04-24,2016,2,15,S.Eastern-Africa,SEAF,37.8717982359772,-0.20405954280967
11531,KEN,northeastern,garissa,2012-09-10,2012-11-11,2012,9,10,S.Eastern-Africa,SEAF,39.9809339816507,-0.170466580197186
11532,KEN,northeastern,garissa,2017-05-22,2017-07-23,2017,5,22,S.Eastern-Africa,SEAF,40.2047004924783,-0.489487001538586
11536,KEN,northeastern,mandera,2016-04-11,2016-07-24,2016,4,11,S.Eastern-Africa,SEAF,40.735460829705,3.43900165908019
11565,KEN,nyanza,kisumu,2015-07-06,2015-11-01,2015,7,6,S.Eastern-Africa,SEAF,34.8344002008609,-0.163032851457132
11626,KEN,riftvalley,transnzoia,2015-06-08,2015-07-26,2015,6,8,S.Eastern-Africa,SEAF,34.9580663995261,1.0559913387385
2832,MLI,mopti,djenne,2011-07-18,2011-09-04,2011,7,18,Western-Africa,WAF,-4.5696450543485,13.9679354671342
10860,MLI,tombouctou,dire,2011-07-11,2011-09-04,2011,7,11,Sahara,SAH,-3.32509210778148,16.2541822050996
5853,MLI,tombouctou,goundam,2011-07-18,2011-09-04,2011,7,18,Sahara,SAH,-4.99129257492279,18.6066096414781
12765,MWI,central,dedza,2018-02-04,2018-03-31,2018,2,4,E.Southern-Africa,ESAF,34.2282825424715,-14.2655855322377
12753,MWI,central,lilongwe,2017-12-24,2018-05-12,2017,12,24,E.Southern-Africa,ESAF,33.4975614747962,-14.039155522
12766,MWI,central,salima,2018-01-21,2018-04-14,2018,1,21,E.Southern-Africa,ESAF,34.3834239101243,-13.7358001385969
12769,MWI,northern,karonga,2016-04-03,2016-07-23,2016,4,3,S.Eastern-Africa,SEAF,33.8823939404924,-10.0835558858042
12769,MWI,northern,karonga,2017-11-26,2018-03-31,2017,11,26,S.Eastern-Africa,SEAF,33.8823939404924,-10.0835558858042
12752,MWI,southern,blantyre,2015-03-29,2015-05-02,2015,3,29,E.Southern-Africa,ESAF,34.9321529464548,-15.6535210703746
12757,MWI,southern,machinga,2012-07-22,2012-09-15,2012,7,22,E.Southern-Africa,ESAF,35.5662392090985,-14.9395086445572
12757,MWI,southern,machinga,2016-02-07,2016-07-09,2016,2,7,E.Southern-Africa,ESAF,35.5662392090985,-14.9395086445572
12774,MWI,southern,mangochi,2016-03-13,2016-05-21,2016,3,13,E.Southern-Africa,ESAF,35.3273718035352,-14.1380217689999
12768,MWI,southern,nsanje,2017-02-27,2017-04-02,2017,2,27,E.Southern-Africa,ESAF,35.1431038524404,-16.7445543259389
12746,MWI,southern,phalombe,2012-07-29,2012-09-01,2012,7,29,E.Southern-Africa,ESAF,35.6909619530731,-15.6694954385831
12745,MWI,southern,zomba,2012-08-05,2012-09-08,2012,8,5,E.Southern-Africa,ESAF,35.4318492589871,-15.3979197303025
12745,MWI,southern,zomba,2016-01-03,2016-03-12,2016,1,3,E.Southern-Africa,ESAF,35.4318492589871,-15.3979197303025
9969,NAM,nakh,windhoek,2014-02-03,2014-04-27,2014,2,3,W.Southern-Africa,WSAF,16.9992744297998,-22.6141338797788
15506,NER,diffa,n'guigmi,2010-06-28,2010-10-24,2010,6,28,Western-Africa,WAF,13.4421125848911,16.2478860048967
15366,NER,maradi,dakoro,2014-08-25,2014-09-28,2014,8,25,Western-Africa,WAF,7.00912140511011,14.3678705075213
15337,NER,maradi,guidanroumdji,2018-08-13,2018-10-07,2018,8,13,Western-Africa,WAF,6.8476342145789,13.6421200744937
15345,NER,maradi,madarounfa,2010-08-30,2010-11-14,2010,8,30,Western-Africa,WAF,7.15955983094928,13.2694331961879
15345,NER,maradi,madarounfa,2011-08-22,2011-10-09,2011,8,22,Western-Africa,WAF,7.15955983094928,13.2694331961879
15345,NER,maradi,madarounfa,2018-07-02,2018-10-14,2018,7,2,Western-Africa,WAF,7.15955983094928,13.2694331961879
15335,NER,tahoua,keita,2014-05-19,2014-06-22,2014,5,19,Western-Africa,WAF,5.84770047044176,14.7652344962203
15335,NER,tahoua,keita,2014-09-22,2014-11-09,2014,9,22,Western-Africa,WAF,5.84770047044176,14.7652344962203
15331,NER,tahoua,madaoua,2014-09-01,2014-11-02,2014,9,1,Western-Africa,WAF,6.10821346852142,14.0054574263924
15175,NER,tahoua,malbaza,2018-08-27,2018-10-21,2018,8,27,Western-Africa,WAF,5.55938376381737,14.0408585965798
15511,NER,tahoua,tahoua,2014-08-25,2014-11-02,2014,8,25,Western-Africa,WAF,4.89833696953723,14.9469161369024
15426,NER,tillabã©ri,kollo,2011-08-08,2011-11-27,2011,8,8,Western-Africa,WAF,2.2757311569591,13.4489425024923
15426,NER,tillabã©ri,kollo,2012-02-06,2012-06-17,2012,2,6,Western-Africa,WAF,2.2757311569591,13.4489425024923
15179,NER,tillabã©ri,ouallam,2012-08-27,2012-10-14,2012,8,27,Western-Africa,WAF,2.12607929522042,14.5038629057035
15347,NER,tillabã©ri,say,2011-06-06,2011-07-24,2011,6,6,Western-Africa,WAF,2.25431707737354,12.6623488005043
15347,NER,tillabã©ri,say,2012-03-26,2012-05-06,2012,3,26,Western-Africa,WAF,2.25431707737354,12.6623488005043
15349,NER,tillabã©ri,tã©ra,2011-10-03,2011-11-27,2011,10,3,Western-Africa,WAF,0.697964205176239,14.3225203352907
15349,NER,tillabã©ri,tã©ra,2012-06-11,2012-12-09,2012,6,11,Western-Africa,WAF,0.697964205176239,14.3225203352907
15154,NER,tillabã©ri,tillabã©ri,2012-05-07,2012-10-07,2012,5,7,Western-Africa,WAF,1.46343668258278,14.3625920212855
15413,NER,zinder,goure,2010-08-16,2010-10-17,2010,8,16,Western-Africa,WAF,10.4161577083729,13.8238281185928
15543,NER,zinder,magaria,2014-08-18,2014-09-28,2014,8,18,Western-Africa,WAF,8.96496347560748,13.1572758387073
15334,NER,zinder,mirriah,2010-09-13,2010-11-14,2010,9,13,Western-Africa,WAF,9.29011747916541,13.6289062500001
7188,NGA,adamawa,ganye,2010-07-26,2010-10-03,2010,7,26,Western-Africa,WAF,11.9941702479383,8.41488001737589
12851,NGA,adamawa,gombi,2014-06-02,2014-07-06,2014,6,2,Western-Africa,WAF,12.4933261835871,10.1857403121549
12229,NGA,adamawa,guyuk,2010-06-14,2010-10-03,2010,6,14,Western-Africa,WAF,11.998359120603,9.82368634446013
12242,NGA,adamawa,michika,2014-07-28,2014-08-31,2014,7,28,Central-Africa,CAF,13.4610179754323,10.6070919954136
12235,NGA,adamawa,mubinorth,2011-05-16,2011-07-03,2011,5,16,Central-Africa,CAF,13.3743299864689,10.3268731897268
12235,NGA,adamawa,mubinorth,2018-05-14,2018-11-25,2018,5,14,Central-Africa,CAF,13.3743299864689,10.3268731897268
12236,NGA,adamawa,mubisouth,2011-04-25,2011-07-10,2011,4,25,Central-Africa,CAF,13.3983197868996,10.1873854262726
12230,NGA,adamawa,song,2010-01-11,2010-02-28,2010,1,11,Western-Africa,WAF,12.7032348218251,9.73492003377021
12297,NGA,bauchi,alkaleri,2010-08-09,2010-11-21,2010,8,9,Western-Africa,WAF,10.5314556132029,10.0174738180725
12297,NGA,bauchi,alkaleri,2014-06-30,2014-09-07,2014,6,30,Western-Africa,WAF,10.5314556132029,10.0174738180725
12293,NGA,bauchi,bauchi,2010-07-05,2010-12-12,2010,7,5,Western-Africa,WAF,9.94753975761558,10.2157209825879
12293,NGA,bauchi,bauchi,2014-02-03,2014-06-22,2014,2,3,Western-Africa,WAF,9.94753975761558,10.2157209825879
12293,NGA,bauchi,bauchi,2018-03-26,2018-07-29,2018,3,26,Western-Africa,WAF,9.94753975761558,10.2157209825879
12284,NGA,bauchi,darazo,2010-08-30,2010-11-14,2010,8,30,Western-Africa,WAF,10.6248082582315,11.1360894379817
12281,NGA,bauchi,dass,2014-02-10,2014-07-06,2014,2,10,Western-Africa,WAF,9.47704999907842,9.99732744871733
12286,NGA,bauchi,ganjuwa,2010-07-05,2010-11-14,2010,7,5,Western-Africa,WAF,10.0239897281293,10.7327351085066
12285,NGA,bauchi,itasgadau,2010-09-06,2010-11-14,2010,9,6,Western-Africa,WAF,10.0531616407115,11.8479977257011
12283,NGA,bauchi,jama'are,2010-08-30,2010-11-14,2010,8,30,Western-Africa,WAF,9.93272990254939,11.6747678837126
12283,NGA,bauchi,jama'are,2014-09-08,2014-12-07,2014,9,8,Western-Africa,WAF,9.93272990254939,11.6747678837126
12289,NGA,bauchi,kirfi,2010-07-26,2010-10-31,2010,7,26,Western-Africa,WAF,10.5701699788142,10.4061839611276
12298,NGA,bauchi,misau,2010-08-16,2010-12-12,2010,8,16,Western-Africa,WAF,10.6467555952246,11.4623595052518
12299,NGA,bauchi,ningi,2010-08-09,2010-12-12,2010,8,9,Western-Africa,WAF,9.26906051881258,11.0360470872633
12299,NGA,bauchi,ningi,2014-10-06,2014-11-23,2014,10,6,Western-Africa,WAF,9.26906051881258,11.0360470872633
15197,NGA,bauchi,shira,2010-08-23,2010-11-21,2010,8,23,Western-Africa,WAF,10.0167018339746,11.4681143525788
15197,NGA,bauchi,shira,2015-09-21,2015-11-01,2015,9,21,Western-Africa,WAF,10.0167018339746,11.4681143525788
12294,NGA,bauchi,tafawabalewa,2010-08-02,2010-11-21,2010,8,2,Western-Africa,WAF,9.55224778153833,9.7778616340596
12294,NGA,bauchi,tafawabalewa,2014-03-10,2014-09-28,2014,3,10,Western-Africa,WAF,9.55224778153833,9.7778616340596
12287,NGA,bauchi,toro,2010-08-09,2010-11-07,2010,8,9,Western-Africa,WAF,9.21183713745855,10.3984105234538
12287,NGA,bauchi,toro,2014-04-07,2014-07-27,2014,4,7,Western-Africa,WAF,9.21183713745855,10.3984105234538
12307,NGA,benue,makurdi,2014-01-06,2014-03-30,2014,1,6,Western-Africa,WAF,8.53587471283348,7.70419912727862
12317,NGA,borno,bayo,2010-08-02,2010-10-31,2010,8,2,Western-Africa,WAF,11.7899509416338,10.420576111799
12314,NGA,borno,biu,2014-06-16,2014-11-16,2014,6,16,Western-Africa,WAF,12.0736104668936,10.6644199998082
12323,NGA,borno,damboa,2015-11-16,2016-02-28,2015,11,16,Western-Africa,WAF,12.8446721102056,11.073943249891
12334,NGA,borno,jere,2017-08-14,2017-11-26,2017,8,14,Western-Africa,WAF,13.250516938877,11.9022917148333
15223,NGA,borno,kukawa,2010-02-08,2010-04-04,2010,2,8,Western-Africa,WAF,13.5955334838939,12.981302822322
12325,NGA,borno,kwayakusar,2014-07-21,2014-11-16,2014,7,21,Western-Africa,WAF,11.9807835021998,10.4407415764783
12324,NGA,borno,ngala,2010-09-06,2010-10-10,2010,9,6,Central-Africa,CAF,14.3946962296837,12.1219789741114
12426,NGA,gombe,akko,2010-08-09,2010-09-12,2010,8,9,Western-Africa,WAF,11.069317572895,10.1482569397579
12902,NGA,gombe,kaltungo,2010-06-14,2010-11-14,2010,6,14,Western-Africa,WAF,11.4199878417001,9.85171850012278
12425,NGA,gombe,yamaltu/deba,2010-07-05,2010-12-05,2010,7,5,Western-Africa,WAF,11.539898987007,10.3017803656252
12425,NGA,gombe,yamaltu/deba,2011-07-18,2011-12-18,2011,7,18,Western-Africa,WAF,11.539898987007,10.3017803656252
12084,NGA,jigawa,birninkudu,2011-07-25,2011-11-06,2011,7,25,Western-Africa,WAF,9.53692933335204,11.476095
15196,NGA,kaduna,chikun,2011-02-28,2011-09-18,2011,2,28,Western-Africa,WAF,7.24092051841197,10.3669449023015
12099,NGA,kaduna,igabi,2011-02-28,2012-01-08,2011,2,28,Western-Africa,WAF,7.5470711691673,10.7168892661619
12099,NGA,kaduna,igabi,2014-09-01,2014-10-12,2014,9,1,Western-Africa,WAF,7.5470711691673,10.7168892661619
15200,NGA,kaduna,makarfi,2014-04-21,2014-06-29,2014,4,21,Western-Africa,WAF,7.97148171299653,11.3004071949388
15200,NGA,kaduna,makarfi,2014-10-06,2014-12-28,2014,10,6,Western-Africa,WAF,7.97148171299653,11.3004071949388
12092,NGA,kaduna,soba,2014-03-03,2014-08-31,2014,3,3,Western-Africa,WAF,7.98574150600083,10.9398220093949
12122,NGA,kano,bichi,2013-11-11,2014-01-05,2013,11,11,Western-Africa,WAF,8.24562577604611,12.2428303966794
12122,NGA,kano,bichi,2017-07-10,2017-08-13,2017,7,10,Western-Africa,WAF,8.24562577604611,12.2428303966794
12912,NGA,kano,dawakinkudu,2013-11-25,2014-10-26,2013,11,25,Western-Africa,WAF,8.67119076475506,11.8035891473511
12466,NGA,kano,doguwa,2014-08-04,2014-10-12,2014,8,4,Western-Africa,WAF,8.64602207036103,10.8341874485954
12910,NGA,kano,gaya,2013-11-25,2013-12-29,2013,11,25,Western-Africa,WAF,9.05529963640279,11.7904514305345
12105,NGA,kano,gezawa,2013-11-25,2014-03-02,2013,11,25,Western-Africa,WAF,8.70394419177526,12.0336370612217
12464,NGA,kano,kiru,2014-07-07,2014-08-31,2014,7,7,Western-Africa,WAF,8.12662018044762,11.5885228177568
12458,NGA,kano,kunchi,2010-08-30,2010-10-03,2010,8,30,Western-Africa,WAF,8.25334056840937,12.4076912328174
12458,NGA,kano,kunchi,2014-07-28,2014-09-14,2014,7,28,Western-Africa,WAF,8.25334056840937,12.4076912328174
12459,NGA,kano,madobi,2014-08-25,2014-09-28,2014,8,25,Western-Africa,WAF,8.35477430284301,11.8099937148382
15218,NGA,kano,rano,2014-07-21,2014-09-07,2014,7,21,Western-Africa,WAF,8.52510087649216,11.4757554712184
15218,NGA,kano,rano,2015-07-20,2015-08-30,2015,7,20,Western-Africa,WAF,8.52510087649216,11.4757554712184
12467,NGA,kano,rogo,2014-05-19,2014-10-19,2014,5,19,Western-Africa,WAF,7.84791912235245,11.5051016725165
12462,NGA,kano,tofa,2015-06-15,2015-08-16,2015,6,15,Western-Africa,WAF,8.31067487949911,11.9957257204209
