lctn_pr,admin0,admin1,admin2,start_date,end_date,year,month,day,ipcc_region,ipcc_code,lon,lat
12850,NGA,adamawa,yolanorth,2019-05-06,2019-12-01,2019,5,6,Western-Africa,WAF,12.4398816376395,9.25710842345825
12318,NGA,borno,maiduguri,2010-08-09,2010-10-17,2010,8,9,Western-Africa,WAF,13.1996151118386,11.8527520876178
12318,NGA,borno,maiduguri,2015-09-28,2015-11-01,2015,9,28,Western-Africa,WAF,13.1996151118386,11.8527520876178
6889,NGA,gombe,gombe,2010-07-05,2010-12-12,2010,7,5,Western-Africa,WAF,11.2401063356517,10.3125103853136
12100,NGA,kaduna,kadunanorth,2014-03-17,2014-06-15,2014,3,17,Western-Africa,WAF,7.45528946781186,10.5608326884198
12096,NGA,kaduna,kadunasouth,2011-02-14,2011-05-01,2011,2,14,Western-Africa,WAF,7.42260274269822,10.4737257774217
12096,NGA,kaduna,kadunasouth,2012-04-23,2012-07-22,2012,4,23,Western-Africa,WAF,7.42260274269822,10.4737257774217
12096,NGA,kaduna,kadunasouth,2013-11-11,2013-12-29,2013,11,11,Western-Africa,WAF,7.42260274269822,10.4737257774217
12096,NGA,kaduna,kadunasouth,2014-04-21,2014-06-29,2014,4,21,Western-Africa,WAF,7.42260274269822,10.4737257774217
12091,NGA,kaduna,sabongari,2011-03-07,2011-10-16,2011,3,7,Western-Africa,WAF,7.68810523090062,11.1595012386808
12093,NGA,kaduna,zaria,2011-02-21,2011-07-03,2011,2,21,Western-Africa,WAF,7.71427693034816,11.023143139173
12093,NGA,kaduna,zaria,2017-08-21,2017-10-15,2017,8,21,Western-Africa,WAF,7.71427693034816,11.023143139173
12913,NGA,kano,dala,2013-11-04,2014-03-02,2013,11,4,Western-Africa,WAF,8.49547614482257,12.0215486187618
12460,NGA,kano,fagge,2014-01-06,2014-03-23,2014,1,6,Western-Africa,WAF,8.52189142727894,12.0329670852989
12460,NGA,kano,fagge,2017-12-04,2018-01-14,2017,12,4,Western-Africa,WAF,8.52189142727894,12.0329670852989
12105,NGA,kano,gezawa,2014-07-14,2015-01-18,2014,7,14,Western-Africa,WAF,8.70394419177526,12.0336370612217
12120,NGA,kano,gwale,2014-01-13,2014-03-02,2014,1,13,Western-Africa,WAF,8.48598738499357,11.9840605425112
12120,NGA,kano,gwale,2017-11-27,2018-01-14,2017,11,27,Western-Africa,WAF,8.48598738499357,11.9840605425112
12107,NGA,kano,kanomunicipal,2013-11-18,2014-03-02,2013,11,18,Western-Africa,WAF,8.5142970832813,11.9766999541928
12107,NGA,kano,kanomunicipal,2017-12-04,2018-02-04,2017,12,4,Western-Africa,WAF,8.5142970832813,11.9766999541928
12109,NGA,kano,kumbotso,2013-11-18,2014-05-25,2013,11,18,Western-Africa,WAF,8.51730890148374,11.9192465285885
12109,NGA,kano,kumbotso,2017-12-04,2018-01-14,2017,12,4,Western-Africa,WAF,8.51730890148374,11.9192465285885
15189,NGA,kano,nassarawa,2013-11-11,2014-03-16,2013,11,11,Western-Africa,WAF,8.57826090433559,12.0044579727924
15189,NGA,kano,nassarawa,2014-07-14,2014-08-17,2014,7,14,Western-Africa,WAF,8.57826090433559,12.0044579727924
15189,NGA,kano,nassarawa,2017-12-11,2018-01-14,2017,12,11,Western-Africa,WAF,8.57826090433559,12.0044579727924
12113,NGA,kano,tarauni,2017-12-04,2018-01-14,2017,12,4,Western-Africa,WAF,8.55426775339328,11.9620220040972
12470,NGA,kano,ungogo,2013-11-25,2014-03-16,2013,11,25,Western-Africa,WAF,8.60562399067243,12.041975
15169,NGA,katsina,katsina,2010-09-06,2010-11-07,2010,9,6,Western-Africa,WAF,7.61172925149606,13.0010324724502
15169,NGA,katsina,katsina,2018-07-16,2018-11-11,2018,7,16,Western-Africa,WAF,7.61172925149606,13.0010324724502
12535,NGA,kwara,ilorinsouth,2013-06-03,2013-07-14,2013,6,3,Western-Africa,WAF,4.69238830930557,8.43525326861582
12535,NGA,kwara,ilorinsouth,2017-05-15,2017-07-30,2017,5,15,Western-Africa,WAF,4.69238830930557,8.43525326861582
12541,NGA,lagos,kosofe,2016-09-19,2016-11-20,2016,9,19,Western-Africa,WAF,3.4010068440974,6.60701643825279
12549,NGA,lagos,lagosisland,2016-09-12,2016-10-30,2016,9,12,Western-Africa,WAF,3.37727808060626,6.45881573837221
12165,NGA,osun,ifecentral,2010-08-16,2010-09-26,2010,8,16,Western-Africa,WAF,4.60912667080142,7.40091970729692
12629,NGA,oyo,ibadansoutheast,2011-07-11,2011-09-11,2011,7,11,Western-Africa,WAF,3.90179856115108,7.29074340527578
12636,NGA,oyo,onaara,2011-08-01,2011-09-11,2011,8,1,Western-Africa,WAF,4.04012762442288,7.25076898380382
15182,NGA,plateau,josnorth,2014-04-07,2014-06-22,2014,4,7,Western-Africa,WAF,8.90583192035816,9.94358155688869
15182,NGA,plateau,josnorth,2015-06-08,2015-07-12,2015,6,8,Western-Africa,WAF,8.90583192035816,9.94358155688869
10615,SLE,westernarea,freetown,2012-07-16,2012-10-21,2012,7,16,Western-Africa,WAF,-13.2443827420392,8.45321485262058
15088,SLE,westernarea,westernareaurban,2012-07-09,2012-10-28,2012,7,9,Western-Africa,WAF,-13.1762548544592,8.4486345
13277,TCD,villedendjamena,n'djamenacentrehealthdistrict,2011-07-25,2011-10-30,2011,7,25,Central-Africa,CAF,15.0264530707516,12.124466844701
13278,TCD,villedendjamena,n'djamenaesthealthdistrict,2011-06-20,2011-11-06,2011,6,20,Central-Africa,CAF,15.0837988660782,12.1503439067612
13279,TCD,villedendjamena,n'djamenanordhealthdistrict,2011-06-13,2011-11-20,2011,6,13,Central-Africa,CAF,14.9595946435089,12.1604186264204
13280,TCD,villedendjamena,n'djamenasudhealthdistrict,2010-09-13,2010-12-05,2010,9,13,Central-Africa,CAF,15.1425824422423,12.0700147908423
13280,TCD,villedendjamena,n'djamenasudhealthdistrict,2011-04-11,2011-11-27,2011,4,11,Central-Africa,CAF,15.1425824422423,12.0700147908423
12932,TZA,arusha,arushaurban,2010-01-25,2010-03-14,2010,1,25,S.Eastern-Africa,SEAF,36.6753641386378,-3.43796357882594
12932,TZA,arusha,arushaurban,2015-11-29,2016-03-12,2015,11,29,S.Eastern-Africa,SEAF,36.6753641386378,-3.43796357882594
12947,TZA,daressalaam,ilala,2015-08-23,2016-01-02,2015,8,23,S.Eastern-Africa,SEAF,39.1501439663736,-6.93488383214659
12954,TZA,daressalaam,kinondoni,2016-04-17,2016-05-28,2016,4,17,S.Eastern-Africa,SEAF,39.1430543916243,-6.73028418059988
12955,TZA,daressalaam,temeke,2010-02-08,2010-07-04,2010,2,8,S.Eastern-Africa,SEAF,39.407949848698,-6.9806910964654
12955,TZA,daressalaam,temeke,2015-09-06,2015-12-19,2015,9,6,S.Eastern-Africa,SEAF,39.407949848698,-6.9806910964654
14143,TZA,mbeya,mbeyaurban,2017-09-10,2017-12-23,2017,9,10,S.Eastern-Africa,SEAF,33.4781363808075,-8.89975891380014
14173,TZA,mwanza,ilemela,2015-11-08,2016-04-16,2015,11,8,S.Eastern-Africa,SEAF,32.9807526621418,-2.45981565242518
14178,TZA,mwanza,nyamagana,2015-11-08,2016-05-07,2015,11,8,S.Eastern-Africa,SEAF,32.943976372017,-2.59015874372119
14445,ZMB,lusaka,lusaka,2017-12-04,2018-02-04,2017,12,4,E.Southern-Africa,ESAF,28.3118076543185,-15.43358728023
