province,year,observation_start,observation_end,outbreak,exposure_start,exposure_end,incidence,no_of_events,fatalities_total
Kinshasa_18_2,2018,1,52,6,18,52,0.510300632376677,65,48
Kinshasa_18_3,2018,1,52,6,1,10,0.206975081663267,65,48
Kinshasa_18_3,2018,1,52,6,18,52,0.206975081663267,65,48
Kinshasa_18_4,2018,1,52,6,1,10,0.192700938100283,65,48
Kinshasa_18_4,2018,1,52,6,18,52,0.192700938100283,65,48
Kinshasa_18_5,2018,1,52,9,1,10,1.26683024121483,65,48
Kinshasa_18_5,2018,1,52,9,18,52,1.26683024121483,65,48
Kinshasa_18_6,2018,1,52,13,1,10,0.0309273110531319,65,48
Kinshasa_18_6,2018,1,52,13,18,52,0.0309273110531319,65,48
Kongo-Central_18_1,2018,1,52,13,1,1,0.0666126699605918,9,14
Kongo-Central_18_1,2018,1,52,13,13,20,0.0666126699605918,9,14
Kongo-Central_18_1,2018,1,52,13,33,49,0.0666126699605918,9,14
Maï-Ndombe_18_1,2018,1,52,13,3,3,0.0999190049408877,8,539
Maï-Ndombe_18_1,2018,1,52,13,47,52,0.0999190049408877,8,539
Nord-Kivu_18_1,2018,1,52,13,1,52,0.0915924211958138,777,"1,335"
Sud-Kivu_18_1,2018,1,52,13,1,52,0.0689916938877558,198,387
Tanganyika_18_1,2018,1,52,46,1,52,3.02849745927976,38,122
Haut-Katanga_19_1,2019,1,52,3,1,51,1.5024674282863,56,33
Haut-Katanga_19_2,2019,1,52,5,1,51,1.06808842486304,56,33
Haut-Katanga_19_3,2019,1,52,8,1,51,0.240809580147114,56,33
Haut-Katanga_19_4,2019,1,52,20,1,51,0.0898715179496408,56,33
Haut-Katanga_19_5,2019,1,52,21,1,51,0.0967847116380747,56,33
Haut-Katanga_19_6,2019,1,52,52,1,51,0.235048585406753,56,33
Haut-Lomami_19_1,2019,1,52,8,29,29,0.115219894807232,4,0
Haut-Lomami_19_1,2019,1,52,8,45,48,0.115219894807232,4,0
Haut-Lomami_19_2,2019,1,52,13,29,29,0.0403269631825311,4,0
Haut-Lomami_19_2,2019,1,52,13,45,48,0.0403269631825311,4,0
Haut-Lomami_19_3,2019,1,52,14,29,29,0.0921759158457854,4,0
Haut-Lomami_19_3,2019,1,52,14,45,48,0.0921759158457854,4,0
Haut-Lomami_19_4,2019,1,52,39,29,29,0.194721622224222,4,0
Haut-Lomami_19_4,2019,1,52,39,45,48,0.194721622224222,4,0
Haut-Lomami_19_5,2019,1,52,52,29,29,0.265005758056633,4,0
Haut-Lomami_19_5,2019,1,52,52,45,48,0.265005758056633,4,0
Kasaï_19_1,2019,1,52,21,1,10,0.0691319368843391,30,54
Kasaï_19_1,2019,1,52,21,23,30,0.0691319368843391,30,54
Kasaï_19_1,2019,1,52,21,37,50,0.0691319368843391,30,54
Maniema_19_1,2019,1,52,42,1,8,0.0460879579228927,24,12
Maniema_19_1,2019,1,52,42,24,52,0.0460879579228927,24,12
Nord-Kivu_19_1,2019,1,52,25,1,52,0.200482616964583,"1,195","1,858"
Nord-Kivu_19_2,2019,1,52,27,1,52,0.142872669560967,"1,195","1,858"
Nord-Kivu_19_3,2019,1,52,29,1,52,0.179743035899282,"1,195","1,858"
Nord-Kivu_19_4,2019,1,52,31,1,52,0.230439789614464,"1,195","1,858"
Nord-Kivu_19_5,2019,1,52,34,1,52,0.153242460093618,"1,195","1,858"
Nord-Kivu_19_6,2019,1,52,39,1,52,0.284593140173862,"1,195","1,858"
Nord-Kivu_19_7,2019,1,52,45,1,52,0.0610665442478328,"1,195","1,858"
Nord-Kivu_19_8,2019,1,52,52,1,52,0.564577484555436,"1,195","1,858"
Sud-Kivu_19_1,2019,1,52,11,1,52,0.0622187431959051,529,543
Sud-Kivu_19_2,2019,1,52,16,1,52,0.104850104274581,529,543
Sud-Kivu_19_3,2019,1,52,20,1,52,0.185504030639643,529,543
Sud-Kivu_19_4,2019,1,52,21,1,52,0.183199632743498,529,543
Sud-Kivu_19_5,2019,1,52,23,1,52,0.323767904408321,529,543
Sud-Kivu_19_6,2019,1,52,25,1,52,0.147481465353257,529,543
Sud-Kivu_19_7,2019,1,52,27,1,52,0.179743035899282,529,543
Sud-Kivu_19_8,2019,1,52,29,1,52,0.117524292703376,529,543
Sud-Kivu_19_9,2019,1,52,39,1,52,0.28344094122579,529,543
Sud-Kivu_19_10,2019,1,52,52,1,52,0.803082666806405,529,543
Tanganyika_19_1,2019,1,52,19,1,51,0.130198481132172,24,4
Tanganyika_19_2,2019,1,52,20,1,51,0.0645231410920498,24,4
Tanganyika_19_3,2019,1,52,21,1,51,0.0956325126900024,24,4
Tanganyika_19_4,2019,1,52,39,1,51,0.175134240106992,24,4
Tanganyika_19_5,2019,1,52,52,1,51,0.342203087577478,24,4
Tshopo_19_1,2019,1,52,39,1,40,0.0806539263650622,38,21
Tshopo_19_1,2019,1,52,39,47,49,0.0806539263650622,38,21
Tshopo_19_2,2019,1,52,52,1,40,0.42285701394254,38,21
Tshopo_19_2,2019,1,52,52,47,49,0.42285701394254,38,21
Haut-Katanga_20_1,2020,1,47,5,3,20,0.380744370429302,24,46
Haut-Katanga_20_2,2020,1,47,10,3,20,0.223310481190206,24,46
Haut-Katanga_20_3,2020,1,47,10,3,20,0.118354555030809,24,46
Haut-Katanga_20_4,2020,1,47,42,3,20,0.0457786486439923,24,46
Haut-Lomami_20_1,2020,1,47,31,19,19,0.0100489716535593,2,1
Haut-Lomami_20_2,2020,1,47,47,19,19,0.0614103823273068,2,1
Kasaï-Oriental_20_1,2020,1,47,12,4,19,0.0145151812773634,15,1
Kasaï-Oriental_20_2,2020,1,47,40,4,19,0.111655240595103,15,1
Kasaï-Oriental_20_3,2020,1,47,47,4,19,0.00893241924760826,15,1
Lualaba_20_1,2020,1,47,16,13,13,0.212144957130696,2,2
Lualaba_20_2,2020,1,47,16,13,13,0.122820764654614,2,2
Lualaba_20_3,2020,1,47,16,13,13,0.069226249168964,2,2
Nord-Kivu_20_1,2020,1,47,5,1,20,1.21034280805092,427,"1,044"
Sud-Kivu_20_1,2020,1,47,5,1,20,0.787169446195478,210,198
Tanganyika_20_1,2020,1,47,5,2,20,0.317100883290093,21,40
